Company_ID,Signup_Date,Industry,Country,Company_Size,Employees,Plan,Monthly_Fee,Contract_Type,Acquisition_Channel,Reduction_Target_Pct,Avg_Monthly_Logins,Avg_Reports_Generated,Avg_Data_Completeness_Pct,Initial_CO2_kg,Latest_CO2_kg,Observed_Reduction_Pct,Churn_Status,Churn_Date,Months_Active,Lifetime_Revenue
ECO00893,2025-02-23,Manufacturing,France,Small,48,Starter,39,Monthly,LinkedIn,11,9.2,3.4,89.6,3551.23,3269.0,7.95,Churned,2026-03-31,14,546
ECO00894,2025-11-20,Manufacturing,Germany,Medium,144,Starter,39,Monthly,LinkedIn,15,10.7,4.3,93.0,10810.98,11122.03,-2.88,Churned,2026-04-30,6,234
ECO00895,2025-04-02,Technology,USA,Small,21,Starter,39,Monthly,Referral,18,11.7,3.5,93.3,513.27,496.4,3.29,Active,,17,663
ECO00896,2025-08-07,Manufacturing,Germany,Micro,16,Starter,39,Monthly,Organic Search,19,11.5,4.6,94.6,1079.41,1103.1,-2.19,Active,,13,507
ECO00897,2025-07-21,Education,India,Medium,99,Starter,39,Monthly,Outbound Sales,16,9.5,3.8,93.8,3349.11,3087.31,7.82,Churned,2025-10-31,4,156
ECO00898,2026-08-10,Healthcare,Netherlands,Small,59,Starter,39,Annual,Partner,14,7.0,2.0,87.1,2825.06,2825.06,0.0,Active,,1,39
ECO00899,2024-11-27,Manufacturing,USA ,Small,54,Professional,99,Annual,Paid Search,15,12.2,3.2,90.0,3725.78,3484.88,6.47,Churned,2025-06-30,8,792
ECO00900,2026-07-17,Hospitality,UK,Micro,19,Starter,39,Monthly,LinkedIn,21,10.0,2.5,86.1,933.12,851.25,8.77,Active,,2,78
ECO00901,2026-08-27,Manufacturing,Canada,Small,67,Starter,39,Annual,Outbound Sales,29,10.0,4.0,77.1,4851.34,4851.34,0.0,Active,,1,39
ECO00902,2026-08-02,Hospitality,USA,Micro,5,Starter,39,Monthly,LinkedIn,18,10.0,2.0,87.0,215.98,215.98,0.0,Active,,1,39
ECO00903,2024-04-24,Manufacturing,UK,Micro,9,Business,249,Annual,Paid Search,31,11.1,3.6,92.1,639.73,526.7,17.67,Active,,29,7221
ECO00904,2025-11-17,Logistics,UK,Medium,228,Professional,99,Monthly,Organic Search,18,9.2,2.8,90.3,11933.68,11598.89,2.81,Active,,10,990
ECO00905,2024-07-09,Professional Services,USA,Micro,10,Starter,39,Annual,Partner,23,10.1,3.3,91.7,330.7,321.7,2.72,Active,,26,1014
ECO00906,2024-04-11,Healthcare,Canada,Small,26,Professional,99,Monthly,Organic Search,15,11.3,3.7,94.5,1226.33,962.11,21.55,Active,,29,2871
ECO00907,2024-08-07,Technology,Australia,Large,972,Enterprise,699,Annual,LinkedIn,22,11.7,4.2,94.2,31019.03,30247.83,2.49,Active,,25,17475
ECO00908,2025-07-26,Hospitality,USA,Medium,205,Enterprise,699,Annual,LinkedIn,27,7.6,2.7,84.3,7883.26,7590.37,3.72,Active,,14,9786
ECO00909,2025-04-21,Education,USA,Large,713,Business,249,Monthly,Organic Search,22,8.9,3.1,90.8,24358.25,19679.42,19.21,Active,,17,4233
ECO00910,2024-04-26,Retail,UK,Micro,10,Starter,39,Monthly,Outbound Sales,14,11.9,4.1,94.3,335.42,319.59,4.72,Churned,2024-11-30,8,312
ECO00911,2026-04-13,Education,UK,Micro,10,Professional,99,Monthly,Organic Search,15,8.5,3.0,90.1,298.42,338.63,-13.47,Churned,2026-05-31,2,198
ECO00912,2026-05-21,Technology,Germany,Small,29,Starter,39,Monthly,Organic Search,14,7.2,3.5,90.6,876.22,808.14,7.77,Active,,4,156
ECO00913,2025-02-14,Hospitality,UK,Small,56,Professional,99,Monthly,LinkedIn,15,10.5,3.2,89.2,2485.81,2393.64,3.71,Churned,2025-05-31,4,396
ECO00914,2024-06-09,Hospitality,Germany,Small,68,Professional,99,Annual,Organic Search,13,11.6,3.7,94.8,2648.76,2590.54,2.2,Active,,27,2673
ECO00915,2025-11-16,Hospitality,UK ,Medium,177,Business,249,Annual,Outbound Sales,16,6.1,2.3,83.5,7717.49,7306.19,5.33,Active,,10,2490
ECO00916,2025-10-03,Manufacturing,UK,Small,68,Professional,99,Annual,Referral,26,11.9,3.7,94.9,4709.71,4737.73,-0.59,Active,,11,1089
ECO00917,2025-06-16,Healthcare,Canada,Small,62,Starter,39,Monthly,Organic Search,18,12.5,4.1,96.7,2771.31,2420.87,12.65,Active,,15,585
ECO00918,2025-02-21,Logistics,UK,Micro,12,Professional,99,Annual,Organic Search,7,9.5,2.7,89.4,580.58,533.85,8.05,Active,,19,1881
ECO00919,2025-05-10,Retail,Germany,Large,442,Professional,99,Annual,LinkedIn,21,10.1,3.6,90.0,15302.41,15101.73,1.31,Active,,16,1584
ECO00920,2026-01-20,Hospitality,UK,Small,26,Professional,99,Monthly,Referral,20,9.0,3.1,87.3,1064.6,1060.6,0.38,Active,,8,792
ECO00921,2024-12-08,Logistics,UK,Small,26,Starter,39,Monthly,Outbound Sales,23,3.8,1.4,72.5,1226.75,1120.78,8.64,Active,,21,819
ECO00922,2025-08-26,Logistics,UK,Small,64,Starter,39,Monthly,LinkedIn,23,10.3,3.7,91.6,3059.06,3173.1,-3.73,Churned,2025-10-31,3,117
ECO00923,2024-04-15,Technology,India,Small,48,Professional,99,Monthly,Referral,16,9.3,3.0,89.6,1255.16,1251.83,0.27,Active,,29,2871
ECO00924,2026-02-03,Manufacturing,UK,Micro,10,Starter,39,Annual,Outbound Sales,22,9.0,3.0,86.4,696.09,699.23,-0.45,Active,,7,273
ECO00925,2025-02-08,Manufacturing,Netherlands,Small,72,Starter,39,Monthly,LinkedIn,11,10.9,3.6,93.1,4959.48,4425.57,10.77,Churned,2026-07-31,18,702
ECO00926,2025-01-26,Professional Services,UK,Medium,290,Starter,39,Annual,Outbound Sales,21,6.4,2.5,80.4,8734.61,8309.0,4.87,Churned,2026-03-31,15,585
ECO00927,2025-11-18,Hospitality,Germany,Small,39,Professional,99,Monthly,LinkedIn,20,11.2,3.8,90.8,1681.95,1616.93,3.87,Churned,2026-02-28,4,396
ECO00928,2024-10-14,Hospitality,France,Small,66,Professional,99,Monthly,Organic Search,13,11.6,3.9,95.8,2658.47,2493.93,6.19,Churned,2025-09-30,12,1188
ECO00929,2024-04-20,Education,UK,Micro,14,Professional,99,Annual,LinkedIn,21,9.3,3.2,90.8,431.17,420.08,2.57,Churned,2024-12-31,9,891
ECO00930,2026-05-10,Healthcare,Germany,Small,76,Starter,39,Annual,LinkedIn,16,12.5,3.8,98.8,3151.46,3117.82,1.07,Active,,4,156
ECO00931,2024-11-10,Technology,UK,Medium,91,Professional,99,Monthly,Organic Search,14,11.0,3.5,93.2,2722.28,2479.45,8.92,Active,,22,2178
ECO00932,2024-05-21,Retail,India,Micro,5,Starter,39,Monthly,Referral,21,11.0,4.4,95.1,206.3,190.5,7.66,Churned,2025-01-31,9,351
ECO00933,2025-10-21,Technology,Australia,Micro,10,Starter,39,Monthly,Organic Search,14,12.8,4.0,93.5,312.28,310.94,0.43,Active,,11,429
ECO00934,2026-06-26,Technology,USA,Small,41,Business,249,Annual,LinkedIn,16,10.7,3.7,88.9,1262.86,1198.98,5.06,Active,,3,747
ECO00935,2026-02-01,Manufacturing,UK,Small,78,Starter,39,Monthly,Organic Search,20,8.4,3.6,89.6,4975.7,4839.82,2.73,Active,,7,273
ECO00936,2026-08-11,Logistics,India,Micro,11,Professional,99,Annual,Paid Search,20,11.0,3.0,87.1,557.91,557.91,0.0,Active,,1,99
ECO00937,2024-02-09,Healthcare,Germany,Micro,17,Business,249,Annual,Partner,15,10.7,3.5,92.5,785.59,732.4,6.77,Churned,2025-12-31,23,5727
ECO00938,2024-11-27,Professional Services,Canada,Micro,12,Starter,39,Annual,LinkedIn,16,13.1,3.8,95.2,345.38,364.72,-5.6,Churned,2025-06-30,8,312
ECO00939,2024-09-02,Education,Australia,Small,30,Business,249,Monthly,Partner,18,6.6,1.9,76.9,902.81,897.99,0.53,Churned,2025-03-31,7,1743
ECO00940,2026-02-16,Retail,USA,Micro,10,Starter,39,Monthly,LinkedIn,19,11.4,3.4,96.2,318.37,323.6,-1.64,Active,,7,273
ECO00941,2025-11-15,Retail,Germany,Small,62,Business,249,Monthly,Outbound Sales,8,11.9,3.3,94.5,2195.37,2012.34,8.34,Active,,10,2490
ECO00942,2025-12-09,Professional Services,UK,Small,70,Professional,99,Annual,LinkedIn,22,11.2,3.3,95.3,1878.4,1966.72,-4.7,Active,,9,891
ECO00943,2025-10-26,Professional Services,Netherlands,Micro,11,Professional,99,Monthly,Partner,18,10.0,3.4,87.1,312.53,301.03,3.68,Active,,11,1089
ECO00944,2025-12-07,Education,UK,Large,946,Business,249,Monthly,Organic Search,21,7.6,2.4,82.9,28133.28,26419.26,6.09,Churned,2026-07-31,8,1992
ECO00945,2026-03-05,Manufacturing,Canada,Large,685,Enterprise,699,Annual,LinkedIn,7,10.8,4.0,93.4,48241.88,46180.59,4.27,Active,,6,4194
ECO00946,2026-05-06,Education,USA,Medium,217,Professional,99,Annual,Outbound Sales,12,9.8,2.8,89.9,6840.98,6437.28,5.9,Active,,4,396
ECO00947,2026-05-21,Technology,India,Medium,111,Business,249,Monthly,Paid Search,12,9.0,2.0,86.0,3103.67,3233.43,-4.18,Active,,4,996
ECO00948,2024-10-21,Manufacturing,UK,Small,30,Starter,39,Annual,LinkedIn,11,10.7,3.8,93.6,1999.92,1883.93,5.8,Active,,23,897
ECO00949,2024-09-17,Manufacturing,Canada,Medium,206,Professional,99,Monthly,Paid Search,23,6.5,2.5,84.2,14161.48,13617.07,3.84,Churned,2025-02-28,6,594
ECO00950,2025-08-24,Technology,Germany,Micro,18,Professional,99,Monthly,Referral,22,10.4,3.5,89.9,520.45,487.16,6.4,Active,,13,1287
ECO00951,2026-02-20,Retail,UK,Medium,233,Professional,99,Annual,Paid Search,7,12.4,4.0,95.3,8440.15,8750.24,-3.67,Active,,7,693
ECO00952,2025-03-10,Logistics,USA,Micro,11,Business,249,Annual,Referral,24,11.8,5.0,96.2,542.12,542.5,-0.07,Churned,2025-07-31,5,1245
ECO00953,2025-04-09,Retail,UK,Micro,6,Professional,99,Monthly,Paid Search,18,9.6,2.8,86.1,226.03,206.12,8.81,Active,,17,1683
ECO00954,2024-12-05,Retail,France,Micro,9,Professional,99,Annual,Organic Search,12,8.0,3.0,86.3,257.07,270.08,-5.06,Churned,2026-07-31,20,1980
ECO00955,2025-10-27,Logistics,UK,Medium,232,Professional,99,Annual,Partner,19,9.5,3.1,92.5,11944.75,12689.5,-6.23,Active,,11,1089
ECO00956,2025-10-20,Professional Services,France,Large,791,Business,249,Monthly,Partner,13,10.2,3.1,91.4,22568.75,22599.58,-0.14,Active,,11,2739
ECO00957,2024-06-24,Technology,Germany,Medium,234,Professional,99,Monthly,Organic Search,28,11.2,3.9,93.8,7281.87,6560.44,9.91,Active,,27,2673
ECO00958,2024-11-05,Retail,Canada,Micro,17,Professional,99,Monthly,LinkedIn,20,10.4,3.2,90.2,532.07,534.94,-0.54,Churned,2025-06-30,8,792
ECO00959,2024-09-05,Professional Services,Canada,Small,74,Professional,99,Annual,Referral,19,11.7,3.7,95.5,2302.11,2124.21,7.73,Active,,24,2376
ECO00960,2024-09-01,Retail,UK,Medium,291,Starter,39,Annual,Referral,13,11.2,3.9,94.7,10100.14,10412.27,-3.09,Active,,24,936
ECO00961,2026-01-01,Technology,UK,Small,69,Starter,39,Annual,Organic Search,14,12.4,3.9,97.3,1773.02,1971.97,-11.22,Active,,8,312
ECO00962,2024-11-08,Hospitality,UK,Micro,8,Professional,99,Annual,Outbound Sales,20,11.7,3.8,95.5,345.34,340.38,1.44,Active,,22,2178
ECO00963,2026-05-21,Retail,Canada,Small,66,Business,249,Annual,Partner,15,11.2,3.2,93.1,2350.44,2265.34,3.62,Active,,4,996
ECO00964,2025-08-08,Manufacturing,UK,Small,23,Enterprise,699,Annual,Referral,12,10.8,4.1,94.8,1669.07,1474.32,11.67,Active,,13,9087
ECO00965,2026-08-01,Logistics,UK,Medium,189,Starter,39,Annual,Referral,19,11.0,5.0,92.4,10450.41,10450.41,0.0,Active,,1,39
ECO00966,2025-07-04,Education,UK,Small,57,Starter,39,Monthly,Organic Search,12,8.3,3.2,85.8,1795.59,1851.95,-3.14,Active,,14,546
ECO00967,2025-06-11,Hospitality,UK,Small,64,Starter,39,Monthly,LinkedIn,16,10.5,4.2,96.3,2708.9,2694.71,0.52,Churned,2025-09-30,4,156
ECO00968,2026-04-11,Professional Services,France,Micro,13,Professional,99,Annual,Paid Search,20,12.8,4.0,92.0,390.98,434.7,-11.18,Active,,5,495
ECO00969,2024-07-17,Professional Services,Germany,Medium,178,Starter,39,Monthly,Paid Search,25,8.6,3.2,88.9,5602.99,4830.83,13.78,Churned,2025-05-31,11,429
ECO00970,2025-11-13,Retail,France,Small,36,Starter,39,Monthly,Referral,19,10.1,3.6,88.2,1495.27,1366.28,8.63,Active,,10,390
ECO00971,2025-09-16,Retail,USA,Small,61,Professional,99,Monthly,Paid Search,22,7.2,1.8,81.6,2375.25,2209.66,6.97,Churned,2026-01-31,5,495
ECO00972,2025-11-03,Professional Services,USA,Micro,5,Professional,99,Annual,LinkedIn,22,9.7,3.8,90.7,177.14,161.99,8.55,Active,,10,990
ECO00973,2024-09-27,Technology,France,Medium,258,Starter,39,Annual,Partner,18,9.6,3.4,92.4,8289.6,7294.51,12.0,Active,,24,936
ECO00974,2026-07-13,Hospitality,UK,Medium,263,Starter,39,Annual,Outbound Sales,17,9.0,2.0,89.6,10209.42,9877.06,3.26,Active,,2,78
ECO00975,2025-07-01,Technology,UK,Small,69,Professional,99,Monthly,Organic Search,17,9.3,2.9,91.9,1990.02,1900.18,4.51,Active,,14,1386
ECO00976,2025-08-25,Manufacturing,Germany,Small,72,Professional,99,Monthly,Paid Search,26,11.4,3.4,91.2,4789.62,4402.2,8.09,Active,,13,1287
ECO00977,2024-09-09,Professional Services,France,Medium,291,Business,249,Monthly,LinkedIn,23,11.4,3.9,94.2,9195.2,7698.81,16.27,Active,,24,5976
ECO00978,2026-03-16,Healthcare,UK,Micro,5,Starter,39,Annual,Referral,14,6.8,3.0,90.1,269.36,211.44,21.5,Active,,6,234
ECO00979,2024-11-02,Manufacturing,UK,Micro,12,Professional,99,Monthly,Organic Search,13,8.5,2.9,83.3,813.32,830.66,-2.13,Churned,2025-06-30,8,792
ECO00980,2024-06-14,Retail,India,Small,42,Enterprise,699,Monthly,Outbound Sales,20,7.0,2.0,83.0,1422.99,1388.57,2.42,Churned,2025-01-31,8,5592
ECO00981,2026-07-26,Healthcare,Canada,Small,28,Business,249,Monthly,Outbound Sales,13,8.0,3.0,85.8,1139.71,1103.7,3.16,Active,,2,498
ECO00982,2026-03-26,Professional Services,UK,Medium,174,Professional,99,Monthly,Paid Search,18,11.2,2.8,88.9,4792.55,4766.65,0.54,Churned,2026-06-30,4,396
ECO00983,2026-07-18,Hospitality,USA,Small,51,Starter,39,Annual,LinkedIn,14,8.0,1.5,87.0,2459.33,2234.88,9.13,Active,,2,78
ECO00984,2025-08-05,Manufacturing,UK,Small,79,Starter,39,Monthly,Organic Search,9,6.5,2.2,79.9,5974.13,5367.38,10.16,Active,,13,507
ECO00985,2024-08-19,Technology,USA,Small,41,Starter,39,Annual,Organic Search,11,7.8,2.5,84.8,1365.42,1202.62,11.92,Active,,25,975
ECO00986,2025-08-21,Manufacturing,UK,Micro,5,Professional,99,Monthly,Organic Search,21,8.5,3.2,86.8,312.33,321.26,-2.86,Churned,2026-01-31,6,594
ECO00987,2025-08-20,Technology,UK,Small,79,Starter,39,Annual,Organic Search,15,10.5,3.2,90.9,2216.7,2201.43,0.69,Active,,13,507
ECO00988,2024-11-15,Logistics,UK,Small,35,Business,249,Monthly,LinkedIn,20,10.6,3.8,92.8,1857.44,1857.55,-0.01,Churned,2025-06-30,8,1992
ECO00989,2025-04-18,Professional Services,Australia,Small,45,Professional,99,Annual,Organic Search,10,12.1,3.8,94.4,1144.3,1218.47,-6.48,Active,,17,1683
ECO00990,2026-01-03,Professional Services,UK,Medium,93,Business,249,Monthly,Paid Search,18,11.5,4.2,95.8,2900.69,2678.52,7.66,Active,,8,1992
ECO00991,2024-07-15,Manufacturing,Australia,Small,45,Business,249,Monthly,LinkedIn,12,9.7,3.5,87.9,2995.28,2813.69,6.06,Active,,26,6474
ECO00992,2025-09-02,Logistics,Germany,Small,32,Business,249,Annual,Organic Search,18,10.0,3.4,90.7,1457.21,1365.71,6.28,Active,,12,2988
ECO00993,2025-05-17,Education,France,Large,981,Business,249,Annual,Organic Search,9,8.4,3.0,85.1,29625.74,27235.84,8.07,Active,,16,3984
ECO00994,2026-08-14,Logistics,UK,Medium,98,Business,249,Monthly,Organic Search,19,9.0,3.0,87.3,5294.6,5294.6,0.0,Active,,1,249
ECO00995,2026-04-13,Technology,UK,Micro,16,Starter,39,Annual,Paid Search,13,10.2,4.0,94.9,443.96,435.72,1.86,Active,,5,195
ECO00996,2024-12-27,Healthcare,India,Medium,184,Professional,99,Monthly,LinkedIn,10,11.1,3.7,92.5,8981.24,8706.31,3.06,Active,,21,2079
ECO00997,2026-03-04,Manufacturing,USA,Medium,252,Starter,39,Monthly,Paid Search,20,8.8,2.2,83.2,17062.89,16056.29,5.9,Active,,6,234
ECO00998,2025-05-08,Manufacturing,UK,Medium,140,Enterprise,699,Monthly,Organic Search,11,10.0,3.3,90.7,9420.5,8107.75,13.94,Active,,16,11184
ECO00999,2026-06-08,Technology,USA,Small,57,Professional,99,Annual,Partner,24,9.7,4.0,88.9,1789.3,1786.48,0.16,Active,,3,297
ECO01000,2024-10-01,Hospitality,UK,Medium,227,Professional,99,Annual,Paid Search,21,9.5,3.7,89.8,9029.76,8861.36,1.86,Active,,23,2277
ECO01001,2026-07-11,Manufacturing,Netherlands,Micro,7,Starter,39,Monthly,Partner,15,11.0,4.5,98.8,452.22,453.71,-0.33,Active,,2,78
ECO01002,2024-05-15,Manufacturing,UK,Small,64,Professional,99,Annual,LinkedIn,20,8.2,2.7,86.5,4031.0,4076.84,-1.14,Churned,2025-04-30,12,1188
ECO01003,2025-09-01,Professional Services,France,Large,792,Business,249,Monthly,LinkedIn,13,8.3,3.1,83.1,25335.72,23864.91,5.81,Churned,2026-08-31,12,2988
ECO01004,2025-12-01,Manufacturing,USA,Micro,8,Business,249,Monthly,LinkedIn,22,9.0,3.2,89.4,523.89,510.27,2.6,Active,,9,2241
ECO01005,2026-04-14,Education,UK,Micro,16,Starter,39,Monthly,Outbound Sales,12,10.4,4.4,88.9,460.5,429.45,6.74,Active,,5,195
ECO01006,2025-01-07,Manufacturing,Netherlands,Small,24,Starter,39,Monthly,Organic Search,11,9.8,3.2,86.8,1471.34,1432.42,2.65,Churned,2025-04-30,4,156
ECO01007,2025-06-09,Healthcare,UK,Medium,296,Professional,99,Monthly,Organic Search,14,11.1,3.5,92.7,12740.31,11559.63,9.27,Active,,15,1485
ECO01008,2026-08-06,Hospitality,UK,Medium,286,Professional,99,Annual,Outbound Sales,30,13.0,3.0,86.6,12080.57,12080.57,0.0,Active,,1,99
ECO01009,2024-06-14,Hospitality,UK,Small,35,Starter,39,Annual,Paid Search,20,10.5,3.4,90.8,1685.01,1645.35,2.35,Active,,27,1053
ECO01010,2024-08-24,Professional Services,USA,Micro,14,Starter,39,Annual,LinkedIn,18,8.2,3.4,89.5,410.44,397.18,3.23,Churned,2025-03-31,8,312
ECO01011,2025-06-25,Professional Services,Canada,Medium,251,Business,249,Monthly,Paid Search,20,8.8,3.1,87.2,7936.28,7258.17,8.54,Active,,15,3735
ECO01012,2024-09-12,Technology,Germany,Medium,102,Business,249,Monthly,LinkedIn,21,9.3,2.3,85.4,3618.35,3371.08,6.83,Churned,2024-11-30,3,747
ECO01013,2025-07-13,Healthcare,India,Micro,10,Professional,99,Annual,LinkedIn,19,11.1,3.9,93.4,509.23,509.69,-0.09,Churned,2026-01-31,7,693
ECO01014,2026-03-22,Retail,Australia,Small,37,Professional,99,Monthly,Organic Search,15,5.7,2.0,83.9,1184.25,1198.5,-1.2,Churned,2026-05-31,3,297
ECO01015,2024-10-01,Manufacturing,Canada,Small,73,Business,249,Monthly,Outbound Sales,15,10.3,3.3,89.0,5011.99,4291.98,14.37,Active,,23,5727
ECO01016,2025-02-03,Technology,Australia ,Medium,292,Starter,39,Annual,Organic Search,17,13.6,3.9,93.4,9088.57,9867.63,-8.57,Churned,2025-08-31,7,273
ECO01017,2025-12-16,Retail,France,Micro,5,Business,249,Annual,Partner,15,9.0,3.1,83.6,217.05,193.92,10.66,Active,,9,2241
ECO01018,2025-03-19,Technology,France,Small,52,Enterprise,699,Annual,Paid Search,19,10.5,3.6,92.5,1394.95,1407.54,-0.9,Active,,18,12582
ECO01019,2024-04-16,Healthcare,Netherlands,Micro,14,Professional,99,Annual,Referral,25,11.6,3.6,94.6,679.67,593.76,12.64,Active,,29,2871
ECO01020,2026-07-19,Retail,UK,Medium,213,Professional,99,Annual,Outbound Sales,21,11.5,4.0,91.7,7269.46,7763.47,-6.8,Active,,2,198
ECO01021,2024-08-19,Technology,UK,Micro,5,Starter,39,Monthly,LinkedIn,22,11.2,3.7,93.3,158.69,152.67,3.79,Active,,25,975
ECO01022,2026-06-24,Professional Services,UK,Micro,6,Professional,99,Monthly,Referral,34,7.7,3.7,92.2,189.98,202.59,-6.64,Active,,3,297
ECO01023,2026-06-22,Retail,UK ,Micro,9,Starter,39,Annual,LinkedIn,14,11.3,3.7,98.3,354.7,358.52,-1.08,Active,,3,117
ECO01024,2025-10-06,Hospitality,Australia,Small,50,Starter,39,Monthly,Referral,9,12.2,3.7,96.3,2033.91,1831.7,9.94,Active,,11,429
ECO01025,2024-07-03,Hospitality,UK,Medium,188,Starter,39,Monthly,LinkedIn,18,11.8,4.3,95.2,7592.76,7690.0,-1.28,Churned,2025-12-31,18,702
ECO01026,2025-11-07,Professional Services,UK,Micro,11,Business,249,Annual,LinkedIn,13,11.2,3.4,92.7,301.96,336.71,-11.51,Active,,10,2490
ECO01027,2024-10-21,Retail,India,Micro,11,Business,249,Annual,LinkedIn,15,8.0,3.0,83.8,344.71,303.64,11.91,Active,,23,5727
ECO01028,2024-11-03,Logistics,UK,Medium,284,Professional,99,Monthly,Referral,8,8.9,3.0,87.7,15929.12,15526.25,2.53,Active,,22,2178
ECO01029,2025-01-02,Professional Services,Australia,Medium,122,Professional,99,Annual,Paid Search,18,12.0,3.8,94.8,3187.66,2899.43,9.04,Active,,20,1980
ECO01030,2026-08-03,Hospitality,India,Small,60,Business,249,Monthly,Paid Search,19,12.0,3.0,94.9,2473.48,2473.48,0.0,Active,,1,249
ECO01031,2025-08-12,Technology,USA,Small,51,Starter,39,Monthly,Partner,27,12.2,3.8,94.9,1393.97,1313.61,5.76,Active,,13,507
ECO01032,2025-09-26,Healthcare,Netherlands,Medium,224,Starter,39,Annual,Organic Search,18,11.8,4.0,95.0,10467.18,10029.42,4.18,Active,,12,468
ECO01033,2025-10-12,Professional Services,USA,Medium,170,Starter,39,Annual,LinkedIn,16,11.6,3.3,93.4,5629.48,5099.89,9.41,Active,,11,429
ECO01034,2026-05-03,Hospitality,Canada,Micro,14,Starter,39,Annual,Organic Search,17,7.5,3.2,83.9,634.41,601.55,5.18,Active,,4,156
ECO01035,2024-11-15,Healthcare,Germany,Small,33,Starter,39,Annual,Organic Search,16,11.1,3.7,92.6,1579.57,1258.06,20.35,Active,,22,858
ECO01036,2025-12-20,Hospitality,Canada,Micro,17,Starter,39,Annual,Paid Search,14,12.1,4.1,94.5,747.88,746.15,0.23,Active,,9,351
ECO01037,2025-08-26,Manufacturing,UK,Micro,14,Starter,39,Annual,Referral,16,9.7,2.9,88.0,842.83,771.21,8.5,Active,,13,507
ECO01038,2024-09-23,Technology,UK,Medium,291,Enterprise,699,Monthly,Partner,16,7.7,2.8,82.9,8884.65,8118.5,8.62,Churned,2025-08-31,12,8388
ECO01039,2026-05-12,Professional Services,France,Small,42,Enterprise,699,Annual,Partner,17,8.5,3.8,89.3,1279.06,1271.39,0.6,Active,,4,2796
ECO01040,2025-04-10,Professional Services,UK,Large,488,Business,249,Monthly,Referral,12,11.8,3.8,95.8,14083.44,13335.41,5.31,Active,,17,4233
ECO01041,2025-05-24,Manufacturing,France,Medium,232,Professional,99,Monthly,Referral,21,10.5,3.9,90.4,16140.8,15925.38,1.33,Churned,2025-12-31,8,792
ECO01042,2026-02-22,Technology,Netherlands,Small,77,Business,249,Annual,Paid Search,21,11.3,3.4,91.6,2057.04,2127.17,-3.41,Active,,7,1743
ECO01043,2025-08-22,Professional Services,UK,Small,41,Starter,39,Monthly,Outbound Sales,10,8.4,2.5,85.3,1193.4,1124.36,5.79,Active,,13,507
ECO01044,2026-08-09,Hospitality,USA,Small,33,Starter,39,Monthly,LinkedIn,23,6.0,3.0,89.0,1315.22,1315.22,0.0,Active,,1,39
ECO01045,2025-06-18,Hospitality,Australia,Medium,222,Professional,99,Monthly,Paid Search,27,10.1,3.6,91.0,9377.49,9169.23,2.22,Active,,15,1485
ECO01046,2025-11-18,Technology,Canada,Small,28,Starter,39,Monthly,Organic Search,23,12.2,4.0,91.5,759.96,735.74,3.19,Active,,10,390
ECO01047,2025-11-08,Technology,UK,Small,76,Business,249,Annual,Referral,11,8.4,3.2,87.4,2361.65,2065.09,12.56,Active,,10,2490
ECO01048,2026-01-01,Technology,Netherlands,Large,600,Business,249,Monthly,LinkedIn,13,9.9,3.1,85.5,17115.29,17118.17,-0.02,Active,,8,1992
ECO01049,2026-05-13,Manufacturing,Germany,Small,56,Starter,39,Monthly,Outbound Sales,16,10.0,3.5,91.4,3501.97,3424.45,2.21,Active,,4,156
ECO01050,2024-06-10,Hospitality,UK,Medium,88,Business,249,Annual,Partner,16,9.7,2.9,89.8,3021.21,3005.87,0.51,Active,,27,6723
ECO01051,2025-01-19,Logistics,UK,Micro,8,Business,249,Annual,LinkedIn,14,7.4,2.9,82.2,339.18,330.29,2.62,Active,,20,4980
ECO01052,2025-10-13,Retail,France,Small,55,Enterprise,699,Annual,Outbound Sales,16,10.1,4.1,93.3,1897.93,1899.24,-0.07,Active,,11,7689
ECO01053,2024-02-04,Manufacturing,India,Micro,16,Starter,39,Monthly,Partner,22,11.5,3.7,93.8,1090.76,1032.02,5.39,Churned,2025-05-31,16,624
ECO01054,2024-08-23,Logistics,Germany,Micro,16,Business,249,Annual,LinkedIn,11,11.7,3.7,94.9,819.18,752.31,8.16,Active,,25,6225
ECO01055,2024-09-05,Healthcare,Germany,Medium,136,Professional,99,Annual,Outbound Sales,10,12.0,4.4,95.1,6982.18,6059.93,13.21,Active,,24,2376
ECO01056,2025-12-15,Retail,UK,Medium,298,Starter,39,Monthly,Organic Search,14,9.0,3.5,95.4,11499.8,11453.36,0.4,Churned,2026-01-31,2,78
ECO01057,2026-06-23,Professional Services,UK,Small,70,Starter,39,Monthly,Partner,20,6.7,3.0,79.8,2412.38,2190.56,9.2,Active,,3,117
ECO01058,2024-08-08,Technology,India,Micro,18,Professional,99,Monthly,LinkedIn,14,5.0,1.3,77.4,516.45,486.7,5.76,Churned,2024-10-31,3,297
ECO01059,2024-03-23,Logistics,Germany,Large,398,Business,249,Annual,Referral,19,9.4,3.1,87.6,19971.73,18315.08,8.29,Active,,30,7470
ECO01060,2024-07-02,Manufacturing,UK,Large,1015,Business,249,Monthly,Outbound Sales,21,10.2,3.7,93.0,74808.34,67073.9,10.34,Churned,2026-05-31,23,5727
ECO01061,2026-08-14,Manufacturing,USA,Medium,155,Business,249,Monthly,,28,12.0,4.0,97.0,9894.15,9894.15,0.0,Active,,1,249
